pubResumen,pubNumOficio,pubFechaPubli
" Situación Tributaria De Pensiones De Invalidez Otorgadas Por Las AFP. (Oficio Nº 3.818, Del 13.10.1999 – I. Directos).",3818,13-10-1999
" Tributación De La Venta De Acciones Adquiridas A Través Del Canje De Adrs, Cuando Dicha Venta Es Efectuada En Una Fecha Anterior A Dicho Canje. (Oficio N° 3.708, Del 01.10.1999-I. Directos).",3708,01-10-1999
" Efectos Tributarios De Resciliación De Contrato De Venta De Inmueble En Relación Con Normas De La Letra B) Del Nº 8 Del Artículo 17º E Inciso Tercero Del Artículo 18º. (Oficio Nº 3.516, Del 21.09.1999 - I. Directos).",3516,21-09-1999
" Fecha que debe considerarse como término de actividades de sociedades que se disuelven con motivo de una fusión de sociedades y plazo para solicitar la devolución de los remanentes. (Oficio Nº 3.400, del 09.09.1999 – I. Directos).",3400,09-09-1999
" Situación tributaria de las indemnizaciones por años de servicios pagadas por empresas que reconocen la antigüedad de trabajadores ocurrida en otras empresas de las cuales son sus continuadoras legales. (Oficio Nº 3.374, del 08.09.1999 – I. Directos).",3374,08-09-1999
" Determinación del capital propio para efectos del cálculo de patentes municipales. (Oficio Nº 3.345, del 03.09.1999 – I. Directos).",3345,03-09-1999
" Presunción de habitualidad establecida en el inciso tercero del artículo 18º, en caso de enajenación en derechos o cuotas sobre bienes raíces y la adquisición de tales bienes por donación. (Oficio Nº 3.303, del 01.09.1999 - I. Directos).",3303,01-09-1999
" Momento en que debe considerarse para efectos tributarios el beneficio recibido consistente en un premio de antigüedad que el empleador paga al trabajador al cumplimiento del plazo establecido en el contrato para recibirlo. (Oficio Nº 3.224, del 25.08.1999 – I. Directos).",3224,25-08-1999
" Situación tributaria de los préstamos otorgados por sociedades anónimas cerradas a sus accionistas que detentan la calidad de personas jurídicas afectas al impuesto adicional. (Oficio N° 3.223, del 25.08.1999 - I. Directos).",3223,25-08-1999
" Tributación de cobranza de atenciones clínicas prestadas a lesionados en accidentes de tránsito cuyos pagos son cubiertos por la ley sobre seguros obligatorios de accidentes personales. (Oficio Nº 3.212, del 24.08.1999 – I. Directos).",3212,24-08-1999
" Valor de emisión y suscripción de acciones en sociedad anónima cerrada para incorporar a la sociedad a nuevos accionistas vinculados a los originales por parentesco. (Oficio N° 3.146, del 13.08.1999-I. Directos).",3146,13-08-1999
" Situación tributaria de la reinversión de utilidades tributables producto del retiro de bienes raíces de su activo fijo. (Oficio Nº 3.116, del 11.08.1999 – I. Directos).",3116,11-08-1999
" Obtenido en la enajenación de acciones adquiridas antes del 31 de Enero de 1984. (Oficio Nº 3.115, del 11.08.1999 – I. Directos).",3115,11-08-1999
" Situación tributaria de la indemnización por años de servicio, respecto de un trabajador traspasado a una filial en el extranjero y posteriormente a una sociedad relacionada en Chile. (Oficio Nº 2.999, del 28.07.1999 – I. Directos).",2999,28-07-1999
" Mecanismo de incentivo al ahorro – Certificados de depósitos a plazo fijo - Requisitos - Fecha de vencimiento constituyen un giro o retiro – En evento que sea renovado en la misma oportunidad... (Oficio Nº 2.408, del 01.06.1999).",2408,01-06-1999
" División de sociedades de personas – No existe impedimento desde el punto de vista tributario – Inclusive producto de dicha división se puede crear una sociedad anónima... (Oficio Nº 2.407, del 01.06.1999).",2407,01-06-1999
" Costo directo de venta de las mercaderías, materias primas y otros bienes del activo realizable – Costo directo de bienes, cuando se apliquen a procesos productivos y/o artículos terminados... (Oficio Nº 2.361, del 23.05.1999)",2361,23-05-1999
" Adquisición de acciones de pago – Suscripción previa de contrato de opción de suscripción de acciones – Valor de adquisición – Monto efectivamente pagado por los títulos accionarios... (Oficio Nº 2.360, del 28.05.1999).",2360,28-05-1999
" Indemnizaciones por años de servicio – No pactadas a todo evento (y que por ende no han sido provisionadas) – Pagadas por un empleador que tiene la calidad de continuador legal... (Oficio Nº 2.231, del 24.05.1999).",2231,24-05-1999
" Aportes de derechos sociales a una sociedad – Enajenación – Aportes efectuados a sociedad en formación o en constitución – Aportantes no se encuentran relacionados en los términos... (Oficio Nº 2.099, del 14.05.1999).",2099,14-05-1999
" Contrato colectivo de trabajo – Premio de antigüedad – Beneficio pagado se trata de una remuneración accesoria o complementaria – Devengamiento en más de un período habitual de... (Oficio Nº 2.080, del 12.05.1999).",2080,12-05-1999
" Sociedades Anónimas Abiertas – Emisoras acciones de pago – Adquiridas con utilidades acogidas al beneficio de la reinversión – Sociedad receptora debe registrar tales sumas en registro... (Oficio Nº 2.037, del 11.05.1999)",2037,11-05-1999
" Crías o acciones liberadas – Incrementan el número de acciones de propiedad del contribuyente – Manteniéndose como valor de adquisición del conjunto de acciones sólo el valor de adquisición... (Oficio Nº 2.036, del 11.05.1999).",2036,11-05-1999
" Pagos por el uso de infraestructura y otros – Sociedad concesionaria subcontrata la totalidad de la construcción de la obra por suma alzada – Costo de construcción se encuentra... (Oficio Nº 1844, del 05.05.1999)",1844,05-05-1999
" Trabajos de ingeniería o asesorías técnica en general – Prestados por empresa extranjera – Impuesto Adicional con tasa 20% - Impuesto con carácter de único a la renta... (Oficio Nº 1.843, del 05.05.1999)",1843,05-05-1999
" Gastos de representación – Sumas o asignaciones fijas y globales – Para ser utilizadas por los trabajadores en representaciones o actividades relacionadas con el giro de la empresa... (Oficio Nº 1.842, del 05.05.1999).",1842,05-05-1999
" Enajenación de derechos en sociedades de personas – Mayor valor – Instrucciones Circular Nº 60, de 1990 – Concepto de reinversión – Extensivo al mayor valor obtenido en la enajenación... (Oficio Nº 1.801, del 03.05.1999).",1801,03-05-1999
" Regalía consistente en percibir un porcentaje del producto neto de fundición de metales – Enajenación – Adquisición desde el extranjero – Renta proveniente de la propiedad de la regalía... (Oficio Nº 1.773, del 29.04.1999).",1773,29-04-1999
" Régimen tributario a la renta establecido en la ley del ramo – Sistema de integración entre el impuesto de Primera Categoría y el impuesto Global Complementario o Adicional... (Oficio Nº 1.644, del 26.04.1999)",1644,26-04-1999
" Acciones de sociedades anónimas abiertas – Instrumento de ahorro incorporado al mecanismo de incentivo – Títulos en que se invierte deben cumplir con las condiciones necesarias para... (Oficio Nº 1.541, del 22.04.1999).",1541,22-04-1999
" Interventor judicial – Rentas de bienes en litigio – Información al Servicio, de los ingresos, individualización y RUT del actual propietario de los bienes intervenidos... (Oficio Nº 1.528, del 21.04.1999).",1528,21-04-1999
" Enajenación de acciones – Tributación del mayor valor obtenido – Contribuyente habitual en dicho tipo de operaciones , constituye renta para todos los efectos tributarios – cualquiera.... (Oficio Nº 1.525, del 21.04.1999).",1525,21-04-1999
" Empresa argentina otorga a empresa chilena la representación no exclusiva para la comercialización de los productos de software – Convenio para evitar la doble tributación celebrado... (Oficio Nº 1.524, del 21.04.1999).",1524,21-04-1999
" Instrumentos de ahorro que pueden acogerse al mecanismo establecido en el Art. 57º bis de la Ley de la Renta – Acciones emitidas por sociedades anónimas abiertas que cumplan ciertas condiciones... (Oficio Nº 1.474, del 16.04.1999).",1474,16-04-1999
" Impuesto adicional que afecta a naves extranjeras por fletes marítimos – Exención sobre base de reciprocidad – Facultad de emitir certificado de dicha norma, está radicada en... (Oficio Nº 1179, del 08.04.1999).",1179,08-04-1999
" Mayor valor obtenido en la enajenación de acciones – Calificación de habitual o no de tales operaciones – Se consideran el conjunto de circunstancias previas o concurrentes a la enajenación... (Oficio Nº 1178, del 08.04.1999).",1178,08-04-1999
" Emisión y colocación de instrumentos de deuda pública en el extranjero – Agentes colocadores, bancos de inversión extranjeros – comisiones exentas de impuesto adicional, si operaciones son... (Oficio Nº 1062, del 06.04.1999).",1062,06-04-1999
" Sociedad de profesionales que presten exclusivamente servicios o asesorías profesionales – Opción de declarar rentas de acuerdo con normas de la Primera Categoría – En dicho caso... (Oficio Nº 1061, del 06.04.1999).",1061,06-04-1999
" Impuesto Adicional que afecta a naves extranjeras por fletes marítimos, comisiones o participaciones en fletes marítimos desde o hacia puertos chilenos – Exención, condicionada a que... (Oficio Nº 995, del 01.04.1999).",995,01-04-1999
" Empresa con giro de administración y venta de programas de reembolsos médicos – Calidad de contribuyentes, considera actividad que se realiza en el plano económico... (Oficio Nº 690, del 19.03.1999).",690,19-03-1999
" Indemnizaciones por años de servicio – Contribuyente legalmente obligado a pagar por haber adquirido calidad de empleador en una relación laboral preexistente – Derecho a deducirla como gasto... (Oficio Nº 684, del 18.03.1999).",684,18-03-1999
" Sociedad anónima cerrada con domicilio en Chile – Contrato de coinversión para constituir sociedad en el extranjero – Aporte, transferencia de tecnología y asesoría... (Oficio Nº 564, del 10.03.1999).",564,10-03-1999
" Sociedad de responsabilidad limitada – Transformación en sociedad anónima – Valor de adquisición de las acciones – Respuesta a consulta, Oficio Nº 997, de 1995... (Oficio Nº548, del 09.03.1999).",548,09-03-1999
" Sociedades anónimas – Retiros, remesas o distribuciones – Orden de imputación – Devoluciones de capitales sociales y reajustes de éstos – No constituyen renta, siempre que no correspondan... (Oficio Nº 541, del 08.03.1999).",541,08-03-1999
" Venta de acciones – Calificación de habitualidad – No se consideran habituales las inversiones en acciones de sociedades de complementación industrial y en acciones de sociedades cuyo... (Oficio Nº 363, del 02.02.1999).",363,02-02-1999
" Pensión no contributiva de sobrevivencia – Ley Nº 19.234, que estableció beneficios previsionales por gracia a personas exoneradas por motivos políticos – Ley no precisa situación tributaria... (Oficio Nº 362, del 02.02.1999)",362,02-02-1999
" Compañías de seguros – Eventuales beneficios que obtengan al extinguirse la obligación de pago de una renta vitalicia – Inaplicabilidad de la norma contenida en el Nº 10, del artículo 17º... (Oficio Nº 337, del 02.02.1999).",337,02-02-1999
" Indemnizaciones por años de servicios – Tratamiento tributario – Indemnizaciones pagadas en virtud de una ley – En su totalidad no constituye renta – Cuantificación debe considerar... (Oficio Nº 233, del 28.01.1999)",233,28-01-1999
" Gasto necesario para producir la renta – Susceptible de ser rebajado en la determinación de la renta líquida imponible – Requisitos que debe reunir – En especial el que dice relación... (Oficio Nº 216, del 27.01.1999)",216,27-01-1999
" Crédito por adquisición de bienes físicos del activo inmovilizado, adquiridos nuevos o terminados de construir durante el ejercicio – No se aplica el referido crédito respecto... (Oficio Nº 146, del 21.01.1999).",146,21-01-1999
" Actividad agrícola – Régimen de renta presunta – Requisitos y condiciones, Ley Nº 18.985- Instrucciones en Circulares Nºs. 58 y 63, de 1990 – Contribuyentes que no cumplen... (Oficio Nº 113, del 18.01.1999).",113,18-01-1999
" Enajenación no habitual de bienes raíces – No constituye renta el mayor valor incluido el reajuste del saldo de precio obtenido en la enajenación – Excepto respecto de... (Oficio Nº 112, del 18.01.1999).",112,18-01-1999
" Actividad parcialmente exenta del Impuesto al Valor Agregado – Compras destinadas a operaciones gravadas y exentas – Utilización del crédito fiscal en forma proporcional... (Oficio Nº 102, del 15.01.1999).",102,15-01-1999
